Row	Sample Name	Transaction Id	Anon Student Id	Session Id	Time	Time Zone	Duration (sec)	Student Response Type	Student Response Subtype	Tutor Response Type	Tutor Response Subtype	Level (Assignment)	Level (ProblemSet)	Problem Name	Problem View	Problem Start Time	Step Name	Attempt At Step	Is Last Attempt	Outcome	Selection	Action	Input	Feedback Text	Feedback Classification	Help Level	Total Num Hints	KC (Default)	KC Category (Default)	KC (Default)	KC Category (Default)	KC (Default)	KC Category (Default)	KC (Default)	KC Category (Default)	KC (Default)	KC Category (Default)	KC (Single-KC)	KC Category (Single-KC)	KC (Unique-step)	KC Category (Unique-step)	School	Class	CF (act)	CF (curEqAbstr)	CF (knowledge-trace)	CF (orig_stu_id)	CF (orig_time)	CF (orig_trans_id)	CF (pKnowValues)	CF (postEqStu)	CF (postEqSys)	CF (preEqProps)	CF (preEqStu)	CF (preEqSys)	CF (prevRowEqAbstr)	CF (step_id)	CF (tool_event_time)	CF (transf)	CF (transfProps)	CF (tutor_event_time)
3679	All Data	8b1b3c3e3c6df16133936657e81e2591	Stu_39395fed962b08e14721e6573c3385c7	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-01 08:11:42	US/Eastern	0.111	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 6=3	1	2016-06-01 08:09:56	postExplOp3 UpdateComboBox	16	0	InCorrect	postExplOp3	UpdateComboBox	Subtracted					unnamed										Single-KC		KC51		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 16:03:00.523 CEST	b7adfe8c7ec6316f75ba1a659e1c07f6	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:11:42.680 UTC	nil	nil	2016-06-01 12:11:42.843 UTC
3680	All Data	4c79ae66ee5cc30685ec86791aa6153d	Stu_39395fed962b08e14721e6573c3385c7	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-01 08:11:42	US/Eastern	0.111	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 6=3	1	2016-06-01 08:09:56	solveLeft3 UpdateTextField	26	0	InCorrect	solveLeft3	UpdateTextField	12					unnamed										Single-KC		KC62		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 16:02:58.066 CEST	abc80ddda0cb3380da6387143c7b99a9	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:11:42.507 UTC	nil	nil	2016-06-01 12:11:42.607 UTC
3681	All Data	5a05239ed25b24ec373f2dfb6b2df730	Stu_39395fed962b08e14721e6573c3385c7	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-01 08:11:42	US/Eastern	0.111	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 6=3	1	2016-06-01 08:09:56	solveRight3 UpdateTextField	29	0	InCorrect	solveRight3	UpdateTextField	3x					unnamed										Single-KC		KC81		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 16:02:53.025 CEST	7dd46a674b59cb90fe2a05e98343437a	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:11:42.373 UTC	nil	nil	2016-06-01 12:11:42.485 UTC
3682	All Data	88f830a3979c801980f503b5075dc486	Stu_39395fed962b08e14721e6573c3385c7	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-01 08:11:42	US/Eastern	0.111	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 6=3	1	2016-06-01 08:09:56	solveLeft2 UpdateTextField	58	0	InCorrect	solveLeft2	UpdateTextField	15					unnamed										Single-KC		KC4		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 16:02:43.711 CEST	81025a4ae0837d88ab3d2fd6a0263e25	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:11:42.219 UTC	nil	nil	2016-06-01 12:11:42.308 UTC
3683	All Data	5ce238ca0ec2fb20dc18834404c9f06f	Stu_39395fed962b08e14721e6573c3385c7	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-01 08:11:42	US/Eastern	0.111	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 6=3	1	2016-06-01 08:09:56	solveRight2 UpdateTextField	59	0	InCorrect	solveRight2	UpdateTextField	3+3x					unnamed										Single-KC		KC77		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 16:02:39.872 CEST	22933c84c17159e5034aa96475305241	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:11:42.061 UTC	nil	nil	2016-06-01 12:11:42.195 UTC
3684	All Data	1085e8c476cfd2fdd730d4164859c86f	Stu_39395fed962b08e14721e6573c3385c7	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-01 08:11:43	US/Eastern	0.143	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 6=3	1	2016-06-01 08:09:56	done ButtonPressed	189	0	Correct	done	ButtonPressed	-1					MAIN::done										Single-KC		KC33		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 16:03:14.028 CEST	a2a85e662574625a5ac3d5b38d0cab3d	nil	nil	nil	nil	nil	nil	nil	[done][ButtonPressed]	2016-06-01 12:11:43.214 UTC	nil	nil	2016-06-01 12:11:43.268 UTC
3685	All Data	502bf84edb058923fbcbd279b8cd765c	Stu_39395fed962b08e14721e6573c3385c7	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-01 08:11:43	US/Eastern	0.143	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 6=3	1	2016-06-01 08:09:56	postExplSide4 UpdateComboBox	14	0	InCorrect	postExplSide4	UpdateComboBox	to/from both sides					unnamed										Single-KC		KC9		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 16:03:30.453 CEST	b0d2b46cd9daa37acd77f37fdb12faa2	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:11:43.946 UTC	nil	nil	2016-06-01 12:11:44.043 UTC
3686	All Data	0ef624e5d6295bc021c86ea1f0ef52f6	Stu_39395fed962b08e14721e6573c3385c7	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-01 08:11:43	US/Eastern	0.143	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 6=3	1	2016-06-01 08:09:56	postExplNum4 UpdateTextField	8	0	InCorrect	postExplNum4	UpdateTextField	2					unnamed										Single-KC		KC28		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 16:03:22.540 CEST	8415c196eac3feb30fdd0365313195df	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:11:43.770 UTC	nil	nil	2016-06-01 12:11:43.862 UTC
3687	All Data	7da4bd50806307a483c315411b61415e	Stu_39395fed962b08e14721e6573c3385c7	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-01 08:11:43	US/Eastern	0.143	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 6=3	1	2016-06-01 08:09:56	postExplOp4 UpdateComboBox	5	0	InCorrect	postExplOp4	UpdateComboBox	Divided					unnamed										Single-KC		KC19		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 16:03:17.239 CEST	5ad095be2d3ea0652bd2240dabcfa29a	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:11:43.269 UTC	nil	nil	2016-06-01 12:11:43.765 UTC
3688	All Data	fd6e3ffcb826a03305235ab702411497	Stu_39395fed962b08e14721e6573c3385c7	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-01 08:11:43	US/Eastern	0.143	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 6=3	1	2016-06-01 08:09:56	postExplNum4 UpdateTextField	7	0	InCorrect	postExplNum4	UpdateTextField	3					unnamed										Single-KC		KC28		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 16:03:28.207 CEST	f60ec9d12918d69936724b05779780fe	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:11:43.863 UTC	nil	nil	2016-06-01 12:11:43.945 UTC
3689	All Data	8860f68e1da59af5aa2f21f5f06c7d6c	Stu_39395fed962b08e14721e6573c3385c7	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-01 08:11:43	US/Eastern	0.143	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 6=3	1	2016-06-01 08:09:56	solveLeft4 UpdateTextField	11	0	InCorrect	solveLeft4	UpdateTextField	4					unnamed										Single-KC		KC1		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 16:03:14.028 CEST	af835de0b7ddb40a12c7befd05f226d9	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:11:43.098 UTC	nil	nil	2016-06-01 12:11:43.205 UTC
3690	All Data	854ea711d62cb3047788488bc88c5886	Stu_39395fed962b08e14721e6573c3385c7	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-01 08:11:43	US/Eastern	0.143	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 6=3	1	2016-06-01 08:09:56	solveRight4 UpdateTextField	11	0	InCorrect	solveRight4	UpdateTextField	x					unnamed										Single-KC		KC89		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 16:03:09.150 CEST	7738b4ea6b1cc5ee6f6fcdde5c84d3a4	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:11:43.028 UTC	nil	nil	2016-06-01 12:11:43.097 UTC
3691	All Data	de90a94e6bc852edb8b3d8088daf717f	Stu_39395fed962b08e14721e6573c3385c7	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-01 08:11:44	US/Eastern	0.1	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 6=3	1	2016-06-01 08:09:56	done ButtonPressed	190	0	Correct	done	ButtonPressed	-1					MAIN::done										Single-KC		KC33		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 16:04:11.062 CEST	fee257819550e9a24d2a2699c740f5b0	nil	nil	nil	nil	nil	nil	nil	[done][ButtonPressed]	2016-06-01 12:11:44.449 UTC	nil	nil	2016-06-01 12:11:44.486 UTC
3692	All Data	7a4b4744361269e63e9143d6f130952d	Stu_39395fed962b08e14721e6573c3385c7	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-01 08:11:44	US/Eastern	0.1	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 6=3	1	2016-06-01 08:09:56	done ButtonPressed	192	0	Correct	done	ButtonPressed	-1					MAIN::done										Single-KC		KC33		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 16:03:31.673 CEST	3295418f1c37f4a8567a5efaaab071b8	nil	nil	nil	nil	nil	nil	nil	[done][ButtonPressed]	2016-06-01 12:11:44.044 UTC	nil	nil	2016-06-01 12:11:44.089 UTC
3693	All Data	5bd68039e486e48fdd17dccd7c6b6e54	Stu_39395fed962b08e14721e6573c3385c7	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-01 08:11:44	US/Eastern	0.1	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 6=3	1	2016-06-01 08:09:56	solveRight2 UpdateTextField	60	0	InCorrect	solveRight2	UpdateTextField	x					unnamed										Single-KC		KC77		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 16:04:29.861 CEST	3664dccfeecb2e1e10ce45a27c9bcfcf	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:11:44.954 UTC	nil	nil	2016-06-01 12:11:45.046 UTC
3694	All Data	3ae000715ae63843cc91bf8aca4b1a60	Stu_39395fed962b08e14721e6573c3385c7	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-01 08:11:44	US/Eastern	0.1	HINT_REQUEST		HINT_MSG	Hint	Lynnette Tutor	ProblemSetDashboard_1	x 6=3	1	2016-06-01 08:09:56	done ButtonPressed	191	0	Hint	hint	ButtonPressed	-1	You have isolated x.		1	3	MAIN::done										Single-KC		KC33		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 16:03:54.883 CEST	b3f93d75905eda01ee4e740f36517027	nil	nil	nil	nil	nil	nil	nil	[done][ButtonPressed]	2016-06-01 12:11:44.090 UTC	nil	nil	2016-06-01 12:11:44.209 UTC
3695	All Data	795f97d59b8f3b9a4083f3cc8fc3c2eb	Stu_39395fed962b08e14721e6573c3385c7	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-01 08:11:44	US/Eastern	0.1	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 6=3	1	2016-06-01 08:09:56	solveLeft2 UpdateTextField	59	0	InCorrect	solveLeft2	UpdateTextField	5					unnamed										Single-KC		KC4		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 16:04:26.797 CEST	7b1ad2cd8c850cbd7472a54fff592da6	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:11:44.853 UTC	nil	nil	2016-06-01 12:11:44.940 UTC
3696	All Data	6ef110ec2e40703af002e7612069791f	Stu_39395fed962b08e14721e6573c3385c7	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-01 08:11:44	US/Eastern	0.1	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 6=3	1	2016-06-01 08:09:56	solveRight1 UpdateTextField	189	0	InCorrect	solveRight1	UpdateTextField	2x					unnamed										Single-KC		KC26		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 16:04:10.957 CEST	9c094eda2a38ce5c6d4178f5a335c9d1	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:11:44.332 UTC	nil	nil	2016-06-01 12:11:44.448 UTC
3697	All Data	53146dcbc73d2553dde6de641f6ee54a	Stu_39395fed962b08e14721e6573c3385c7	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-01 08:11:44	US/Eastern	0.1	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 6=3	1	2016-06-01 08:09:56	postExplSide1 UpdateComboBox	29	0	InCorrect	postExplSide1	UpdateComboBox	to/from both sides					unnamed										Single-KC		KC53		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 16:04:20.915 CEST	5361f2d6c89d30992ea5f260ecee1838	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:11:44.724 UTC	nil	nil	2016-06-01 12:11:44.850 UTC
3698	All Data	c50b7d424908d55cf726a9178cd1953e	Stu_39395fed962b08e14721e6573c3385c7	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-01 08:11:44	US/Eastern	0.1	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 6=3	1	2016-06-01 08:09:56	postExplOp1 UpdateComboBox	22	0	InCorrect	postExplOp1	UpdateComboBox	Subtracted					unnamed										Single-KC		KC40		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 16:04:13.317 CEST	68d50be568bd2114b232f84315cd665c	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:11:44.487 UTC	nil	nil	2016-06-01 12:11:44.604 UTC
3699	All Data	b11ca864c973769fc97de9e10279c00e	Stu_39395fed962b08e14721e6573c3385c7	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-01 08:11:44	US/Eastern	0.1	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 6=3	1	2016-06-01 08:09:56	postExplNum1 UpdateTextField	6	0	InCorrect	postExplNum1	UpdateTextField	3x					unnamed										Single-KC		KC13		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 16:04:19.243 CEST	f8893fff64fcc3ac13343aef527e9b0a	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:11:44.606 UTC	nil	nil	2016-06-01 12:11:44.722 UTC
3700	All Data	049325a16bc081e0f8744d9d0b47d4a0	Stu_39395fed962b08e14721e6573c3385c7	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-01 08:11:44	US/Eastern	0.1	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 6=3	1	2016-06-01 08:09:56	solveLeft1 UpdateTextField	82	0	InCorrect	solveLeft1	UpdateTextField	10					unnamed										Single-KC		KC56		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 16:04:07.453 CEST	27b6b831c48c7dc3263b05ce0a4aa40b	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:11:44.214 UTC	nil	nil	2016-06-01 12:11:44.332 UTC
3701	All Data	d1fad34a927acae69f89e518b8f53499	Stu_39395fed962b08e14721e6573c3385c7	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-01 08:11:45	US/Eastern	0.091	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 6=3	1	2016-06-01 08:09:56	solveRight1 UpdateTextField	190	0	InCorrect	solveRight1	UpdateTextField	8					unnamed										Single-KC		KC26		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 16:04:56.181 CEST	6f34bce2fb609ee266582fd348b5b244	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:11:45.592 UTC	nil	nil	2016-06-01 12:11:45.687 UTC
3702	All Data	94d522b2365f64c3c1a6116f4c576e21	Stu_39395fed962b08e14721e6573c3385c7	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-01 08:11:45	US/Eastern	0.091	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 6=3	1	2016-06-01 08:09:56	done ButtonPressed	193	0	Correct	done	ButtonPressed	-1					MAIN::done										Single-KC		KC33		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 16:04:56.245 CEST	e38adbfd3f51a3e47d0e607214d5fa5c	nil	nil	nil	nil	nil	nil	nil	[done][ButtonPressed]	2016-06-01 12:11:45.717 UTC	nil	nil	2016-06-01 12:11:45.760 UTC
3703	All Data	4f180dba5a6f485970d3a4de41ede807	Stu_39395fed962b08e14721e6573c3385c7	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-01 08:11:45	US/Eastern	0.091	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 6=3	1	2016-06-01 08:09:56	done ButtonPressed	194	0	Correct	done	ButtonPressed	-1					MAIN::done										Single-KC		KC33		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 16:04:39.205 CEST	a1f475c889885d7dace182f663b87429	nil	nil	nil	nil	nil	nil	nil	[done][ButtonPressed]	2016-06-01 12:11:45.432 UTC	nil	nil	2016-06-01 12:11:45.478 UTC
3704	All Data	3e395469f14c717d3ad27f5bb5d17ced	Stu_39395fed962b08e14721e6573c3385c7	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-01 08:11:45	US/Eastern	0.091	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 6=3	1	2016-06-01 08:09:56	done ButtonPressed	195	0	Correct	done	ButtonPressed	-1					MAIN::done										Single-KC		KC33		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 16:04:29.861 CEST	2233ac3baba3d07c8f12372ebcdd093e	nil	nil	nil	nil	nil	nil	nil	[done][ButtonPressed]	2016-06-01 12:11:45.048 UTC	nil	nil	2016-06-01 12:11:45.107 UTC
3705	All Data	0d228990ecbb410bef41622ce6109f3b	Stu_39395fed962b08e14721e6573c3385c7	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-01 08:11:45	US/Eastern	0.091	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 6=3	1	2016-06-01 08:09:56	postExplSide1 UpdateComboBox	30	0	InCorrect	postExplSide1	UpdateComboBox	to/from both sides					unnamed										Single-KC		KC53		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 16:05:04.916 CEST	4251eb2a6dd61d0f92120ba501dbf0b8	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:11:45.984 UTC	nil	nil	2016-06-01 12:11:46.102 UTC
3706	All Data	9509575da7b2f16c66fc3385711332c0	Stu_39395fed962b08e14721e6573c3385c7	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-01 08:11:45	US/Eastern	0.091	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 6=3	1	2016-06-01 08:09:56	postExplOp1 UpdateComboBox	23	0	InCorrect	postExplOp1	UpdateComboBox	Subtracted					unnamed										Single-KC		KC40		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 16:04:59.183 CEST	e43f29816f22914f5e29202efbf8d000	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:11:45.764 UTC	nil	nil	2016-06-01 12:11:45.858 UTC
3707	All Data	01a4beba5fc2ef97a446ed9948467304	Stu_39395fed962b08e14721e6573c3385c7	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-01 08:11:45	US/Eastern	0.091	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 6=3	1	2016-06-01 08:09:56	postExplNum1 UpdateTextField	7	0	InCorrect	postExplNum1	UpdateTextField	2x					unnamed										Single-KC		KC13		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 16:05:03.730 CEST	9948ddea57f9bc3cf77621bc9c3b03eb	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:11:45.881 UTC	nil	nil	2016-06-01 12:11:45.983 UTC
3708	All Data	46b1915200940299701050b9a448572d	Stu_39395fed962b08e14721e6573c3385c7	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-01 08:11:45	US/Eastern	0.091	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 6=3	1	2016-06-01 08:09:56	solveLeft1 UpdateTextField	83	0	InCorrect	solveLeft1	UpdateTextField	4x					unnamed										Single-KC		KC56		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 16:04:53.163 CEST	1dfe78d835ba55b6e2f0db5327098331	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:11:45.494 UTC	nil	nil	2016-06-01 12:11:45.591 UTC
3709	All Data	47b59ef82102b5a144f867dbdfb461e3	Stu_39395fed962b08e14721e6573c3385c7	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-01 08:11:45	US/Eastern	0.091	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 6=3	1	2016-06-01 08:09:56	postExplSide2 UpdateComboBox	1	0	InCorrect	postExplSide2	UpdateComboBox	to/from both sides					unnamed										Single-KC		KC12		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 16:04:37.148 CEST	92af9c561b0d0fc6c0d32c34b2e2e327	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:11:45.331 UTC	nil	nil	2016-06-01 12:11:45.427 UTC
3710	All Data	e87a66ce5ad4fe8da4c7f898db50fff2	Stu_39395fed962b08e14721e6573c3385c7	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-01 08:11:45	US/Eastern	0.091	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 6=3	1	2016-06-01 08:09:56	postExplNum2 UpdateTextField	1	0	InCorrect	postExplNum2	UpdateTextField	2					unnamed										Single-KC		KC57		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 16:04:36.298 CEST	aa9fd44fa91d926ceb8d366e5642f2da	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:11:45.246 UTC	nil	nil	2016-06-01 12:11:45.330 UTC
3711	All Data	5b177ac115ede4511ccbbd7f32b491b6	Stu_39395fed962b08e14721e6573c3385c7	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-01 08:11:45	US/Eastern	0.091	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 6=3	1	2016-06-01 08:09:56	postExplOp2 UpdateComboBox	1	0	InCorrect	postExplOp2	UpdateComboBox	Divided					unnamed										Single-KC		KC49		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 16:04:32.414 CEST	8157962ffdb2dac030619b971eb0e853	nil	nil	nil	nil	nil	nil	nil		2016-06-01 12:11:45.121 UTC	nil	nil	2016-06-01 12:11:45.246 UTC
3712	All Data	91a7db20bbd18d39c4a10753409a405e	Stu_39395fed962b08e14721e6573c3385c7	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-01 08:11:46	US/Eastern	0.091	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 6=3	1	2016-06-01 08:09:56	done ButtonPressed	196	0	Correct	done	ButtonPressed	-1					MAIN::done										Single-KC		KC33		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 16:05:47.761 CEST	1acd41deacf818fd224afcab338165b4	nil	nil	nil	nil	nil	nil	nil	[done][ButtonPressed]	2016-06-01 12:11:46.955 UTC	nil	nil	2016-06-01 12:11:47.007 UTC
3713	All Data	dc8f56464bcfea2ea7df8e88ea39eb3d	Stu_39395fed962b08e14721e6573c3385c7	S3daa7655d18ad36c3b5e33f1a0093701	2016-06-01 08:11:46	US/Eastern	0.091	ATTEMPT		RESULT		Lynnette Tutor	ProblemSetDashboard_1	x 6=3	1	2016-06-01 08:09:56	done ButtonPressed	197	0	Correct	done	ButtonPressed	-1					MAIN::done										Single-KC		KC33		Hopewell_2016_Dashboard_Study	Mr.Gill_period3	nil	nil		Stu_1c6f47bb46f08e3330b92ce49576c467	2016-05-05 16:05:33.117 CEST	dc09b01c1bb4200e0fdffd88bbae4fa3	nil	nil	nil	nil	nil	nil	nil	[done][ButtonPressed]	2016-06-01 12:11:46.749 UTC	nil	nil	2016-06-01 12:11:46.804 UTC
