Row	Sample Name	Transaction Id	Anon Student Id	Session Id	Time	Time Zone	Duration (sec)	Student Response Type	Student Response Subtype	Tutor Response Type	Tutor Response Subtype	Level (Assignment)	Level (ProblemSet)	Problem Name	Problem View	Problem Start Time	Step Name	Attempt At Step	Is Last Attempt	Outcome	Selection	Selection	Action	Action	Input	Feedback Text	Feedback Classification	Help Level	Total Num Hints	KC (Single-KC)	KC Category (Single-KC)	KC (Unique-step)	KC Category (Unique-step)	School	Class	CF (Completion History)	CF (step_id)	CF (tool_event_time)	CF (tutor_event_time)
104	All Data	9cb06a1348561b4deecff7991d12bdea	Test_96ec6d0ff104a57759fbb75c0ab5b8c6	Se14a142c9014de1abd66b029d9798f8f	2016-05-10 12:20:43	America/New_York	1	ATTEMPT		RESULT		fractions	fractionAddition	13plus23	1	2016-05-10 12:20:24	ansDen1 UpdateTextField	1	1	CORRECT	ansDen1		UpdateTextField		3					Single-KC		KC2		Admin	Peter.S	0,0	[ansDen1][UpdateTextField]	2016-05-10 16:20:43.667 UTC	2016-05-10 16:20:43.776 UTC
105	All Data	d08371c94635e088bb7558db77840f46	Test_96ec6d0ff104a57759fbb75c0ab5b8c6	Se14a142c9014de1abd66b029d9798f8f	2016-05-10 12:20:44	America/New_York	1	ATTEMPT		RESULT		fractions	fractionAddition	13plus23	1	2016-05-10 12:20:24	ansNumFinal1 UpdateTextField	1	0	INCORRECT	ansNumFinal1		UpdateTextField		3					Single-KC		KC10		Admin	Peter.S	0,0	[ansNumFinal1][UpdateTextField]	2016-05-10 16:20:44.999 UTC	2016-05-10 16:20:45.414 UTC
106	All Data	1c5021512c57466e0461f0b346426b96	Test_96ec6d0ff104a57759fbb75c0ab5b8c6	Se14a142c9014de1abd66b029d9798f8f	2016-05-10 12:20:50	America/New_York	6	ATTEMPT		RESULT		fractions	fractionAddition	13plus23	1	2016-05-10 12:20:24	ansDenFinal1 UpdateTextField	1	0	INCORRECT	ansDenFinal1		UpdateTextField		3					Single-KC		KC9		Admin	Peter.S	0,0	[ansDenFinal1][UpdateTextField]	2016-05-10 16:20:50.195 UTC	2016-05-10 16:20:50.658 UTC
107	All Data	c63fa09675024db233e675ce91bb0b00	Test_96ec6d0ff104a57759fbb75c0ab5b8c6	Se14a142c9014de1abd66b029d9798f8f	2016-05-10 12:20:52	America/New_York	2	ATTEMPT		RESULT		fractions	fractionAddition	13plus23	1	2016-05-10 12:20:24	ansNumFinal1 UpdateTextField	2	1	CORRECT	ansNumFinal1		UpdateTextField		1					Single-KC		KC10		Admin	Peter.S	0,0	[ansNumFinal1][UpdateTextField]	2016-05-10 16:20:52.279 UTC	2016-05-10 16:20:52.711 UTC
108	All Data	aa764030284cdafa00e1d584e5fd36e6	Test_96ec6d0ff104a57759fbb75c0ab5b8c6	Se14a142c9014de1abd66b029d9798f8f	2016-05-10 12:20:57	America/New_York	5	ATTEMPT		RESULT		fractions	fractionAddition	13plus23	1	2016-05-10 12:20:24	ansDenFinal1 UpdateTextField	2	1	CORRECT	ansDenFinal1		UpdateTextField		1					Single-KC		KC9		Admin	Peter.S	0,0	[ansDenFinal1][UpdateTextField]	2016-05-10 16:20:57.30 UTC	2016-05-10 16:20:57.255 UTC
109	All Data	45369205aa92859e316679ef62776e95	Test_96ec6d0ff104a57759fbb75c0ab5b8c6	Se14a142c9014de1abd66b029d9798f8f	2016-05-10 12:21:00	America/New_York	3	ATTEMPT		RESULT		fractions	fractionAddition	13plus23	1	2016-05-10 12:20:24	done ButtonPressed	1	1	CORRECT	done		ButtonPressed		-1					Single-KC		KC16		Admin	Peter.S	0,0	[done][ButtonPressed]	2016-05-10 16:21:00.870 UTC	2016-05-10 16:21:01.79 UTC
110	All Data	af37f10ab6fd493a78ef4e37379ce7ed	Test_96ec6d0ff104a57759fbb75c0ab5b8c6	Se14a142c9014de1abd66b029d9798f8f	2016-05-10 12:21:08	America/New_York	7	ATTEMPT		RESULT		fractions	fractionAddition	13plus25	1	2016-05-10 12:21:01	firstNumConv UpdateTextField	1	1	CORRECT	firstNumConv		UpdateTextField		5					Single-KC		KC12		Admin	Peter.S	1,0	[firstNumConv][UpdateTextField]	2016-05-10 16:21:08.711 UTC	2016-05-10 16:21:08.848 UTC
111	All Data	55ba3c7fa783e671d93f3566d38ecb7f	Test_96ec6d0ff104a57759fbb75c0ab5b8c6	Se14a142c9014de1abd66b029d9798f8f	2016-05-10 12:21:14	America/New_York	6	ATTEMPT		RESULT		fractions	fractionAddition	13plus25	1	2016-05-10 12:21:01	firstDenConv UpdateTextField	1	1	CORRECT	firstDenConv		UpdateTextField		15					Single-KC		KC17		Admin	Peter.S	1,0	[firstDenConv][UpdateTextField]	2016-05-10 16:21:14.659 UTC	2016-05-10 16:21:14.769 UTC
112	All Data	525eb0c3d365acb2601cbd25611b1c3e	Test_96ec6d0ff104a57759fbb75c0ab5b8c6	Se14a142c9014de1abd66b029d9798f8f	2016-05-10 12:21:20	America/New_York	6	ATTEMPT		RESULT		fractions	fractionAddition	13plus25	1	2016-05-10 12:21:01	secNumConv UpdateTextField	1	1	CORRECT	secNumConv		UpdateTextField		6					Single-KC		KC14		Admin	Peter.S	1,0	[secNumConv][UpdateTextField]	2016-05-10 16:21:20.262 UTC	2016-05-10 16:21:20.460 UTC
113	All Data	c96ae939782db40eeabe44d6144bbf14	Test_96ec6d0ff104a57759fbb75c0ab5b8c6	Se14a142c9014de1abd66b029d9798f8f	2016-05-10 12:21:22	America/New_York	2	ATTEMPT		RESULT		fractions	fractionAddition	13plus25	1	2016-05-10 12:21:01	secDenConv UpdateTextField	1	1	CORRECT	secDenConv		UpdateTextField		15					Single-KC		KC11		Admin	Peter.S	1,0	[secDenConv][UpdateTextField]	2016-05-10 16:21:22.291 UTC	2016-05-10 16:21:22.387 UTC
114	All Data	4e014f49c71f57623196aa5354ac84cd	Test_96ec6d0ff104a57759fbb75c0ab5b8c6	Se14a142c9014de1abd66b029d9798f8f	2016-05-10 12:21:24	America/New_York	2	ATTEMPT		RESULT		fractions	fractionAddition	13plus25	1	2016-05-10 12:21:01	ansNum1 UpdateTextField	1	1	CORRECT	ansNum1		UpdateTextField		11					Single-KC		KC18		Admin	Peter.S	1,0	[ansNum1][UpdateTextField]	2016-05-10 16:21:24.246 UTC	2016-05-10 16:21:24.442 UTC
115	All Data	015ef62c28a98f31b94362bd7d92c298	Test_96ec6d0ff104a57759fbb75c0ab5b8c6	Se14a142c9014de1abd66b029d9798f8f	2016-05-10 12:21:25	America/New_York	1	ATTEMPT		RESULT		fractions	fractionAddition	13plus25	1	2016-05-10 12:21:01	ansDen1 UpdateTextField	1	1	CORRECT	ansDen1		UpdateTextField		15					Single-KC		KC1		Admin	Peter.S	1,0	[ansDen1][UpdateTextField]	2016-05-10 16:21:25.812 UTC	2016-05-10 16:21:25.895 UTC
116	All Data	de7687bdb8542a91e448b8fc48a8c9e4	Test_96ec6d0ff104a57759fbb75c0ab5b8c6	Se14a142c9014de1abd66b029d9798f8f	2016-05-10 12:21:28	America/New_York	3	ATTEMPT		RESULT		fractions	fractionAddition	13plus25	1	2016-05-10 12:21:01	done ButtonPressed	1	0	INCORRECT	ansNumFinal1		UpdateTextField		11					Single-KC		KC8		Admin	Peter.S	1,0	[done][ButtonPressed]	2016-05-10 16:21:28.518 UTC	2016-05-10 16:21:28.618 UTC
117	All Data	4dcd02bc38fef21d1617bc351e6de00d	Test_96ec6d0ff104a57759fbb75c0ab5b8c6	Se14a142c9014de1abd66b029d9798f8f	2016-05-10 12:21:32	America/New_York	4	ATTEMPT		RESULT		fractions	fractionAddition	13plus25	1	2016-05-10 12:21:01	done ButtonPressed	2	0	INCORRECT	ansDenFinal1		UpdateTextField		15					Single-KC		KC8		Admin	Peter.S	1,0	[done][ButtonPressed]	2016-05-10 16:21:32.290 UTC	2016-05-10 16:21:32.439 UTC
118	All Data	17ca79952d3ce07c5c668cb2d3024328	Test_96ec6d0ff104a57759fbb75c0ab5b8c6	Se14a142c9014de1abd66b029d9798f8f	2016-05-10 12:21:37	America/New_York	5	HINT_REQUEST		HINT_MSG		fractions	fractionAddition	13plus25	1	2016-05-10 12:21:01	done ButtonPressed	3	0	HINT	ansNumFinal1	hint	ButtonPressed	PreviousFocus	hint request	Is there anything else to do?		1	4	Single-KC		KC8		Admin	Peter.S	1,0	[done][ButtonPressed]	2016-05-10 16:21:37.972 UTC	2016-05-10 16:21:38.61 UTC
119	All Data	39ba7071be0d360eac9ded16d678de63	Test_96ec6d0ff104a57759fbb75c0ab5b8c6	Se14a142c9014de1abd66b029d9798f8f	2016-05-10 12:22:04	America/New_York	27	ATTEMPT		RESULT		fractions	fractionAddition	13plus25	1	2016-05-10 12:21:01	done ButtonPressed	4	0	INCORRECT	ansNumFinal1		UpdateTextField		22					Single-KC		KC8		Admin	Peter.S	1,0	[done][ButtonPressed]	2016-05-10 16:22:04.404 UTC	2016-05-10 16:22:04.601 UTC
120	All Data	cfc0a57a4cc9a184ef237447e6fc744b	Test_96ec6d0ff104a57759fbb75c0ab5b8c6	Se14a142c9014de1abd66b029d9798f8f	2016-05-10 12:22:08	America/New_York	4	ATTEMPT		RESULT		fractions	fractionAddition	13plus25	1	2016-05-10 12:21:01	done ButtonPressed	5	0	INCORRECT	ansDenFinal1		UpdateTextField		30					Single-KC		KC8		Admin	Peter.S	1,0	[done][ButtonPressed]	2016-05-10 16:22:08.0 UTC	2016-05-10 16:22:08.552 UTC
121	All Data	6c73d74c333bbde59e0f84916616cd04	Test_96ec6d0ff104a57759fbb75c0ab5b8c6	Se14a142c9014de1abd66b029d9798f8f	2016-05-10 12:22:17	America/New_York	9	HINT_REQUEST		HINT_MSG		fractions	fractionAddition	13plus25	1	2016-05-10 12:21:01	done ButtonPressed	6	0	HINT	hint		ButtonPressed		hint request	Is there anything else to do?		1	4	Single-KC		KC8		Admin	Peter.S	1,0	[done][ButtonPressed]	2016-05-10 16:22:17.153 UTC	2016-05-10 16:22:17.760 UTC
122	All Data	1cd94a1e446f92841799eb620028756c	Test_96ec6d0ff104a57759fbb75c0ab5b8c6	Se14a142c9014de1abd66b029d9798f8f	2016-05-10 12:22:53	America/New_York	36	ATTEMPT		RESULT		fractions	fractionAddition	13plus25	1	2016-05-10 12:21:01	done ButtonPressed	7	1	CORRECT	done		ButtonPressed		-1					Single-KC		KC8		Admin	Peter.S	1,0	[done][ButtonPressed]	2016-05-10 16:22:53.932 UTC	2016-05-10 16:22:54.30 UTC
