Row	Sample Name	Transaction Id	Anon Student Id	Session Id	Time	Time Zone	Duration (sec)	Student Response Type	Student Response Subtype	Tutor Response Type	Tutor Response Subtype	Level (Assignment)	Level (ProblemSet)	Problem Name	Problem View	Problem Start Time	Step Name	Attempt At Step	Is Last Attempt	Outcome	Selection	Action	Input	Input	Feedback Text	Feedback Classification	Help Level	Total Num Hints	Condition Name	Condition Type	KC (Default)	KC Category (Default)	KC (Default)	KC Category (Default)	KC (A6.01-merge-givenXY)	KC Category (A6.01-merge-givenXY)	KC (A6.01-default)	KC Category (A6.01-default)	KC (Single-KC)	KC Category (Single-KC)	School	Class	CF (calculated_offset)	CF (server_adjusted_event_time)	CF (server_adjusted_tool_event_time)	CF (server_adjusted_tutor_event_time)	CF (server_name)	CF (server_time_millis)	CF (step_id)	CF (tool_event_time)	CF (tutor_event_time)
100407	2012transactions	433a1c8d10cf5ce45cb51624b41d1135	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:40:04	UTC	3	ATTEMPT		RESULT		Default Assignment	6.28	cereal	1	2012-02-27 04:28:34	radioGroup UpdateRadioButton	1	1	Correct	radioGroup	UpdateRadioButton	option1radio:   Option 1								Comparing-options	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:40:05.167 UTC						2012/02/27 04:40:04.612 UTC	2012/02/27 04:40:04.983 UTC
100408	2012transactions	56c8097dbd336af847c81c5495fbe171	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:40:08	UTC	4	ATTEMPT		RESULT		Default Assignment	6.28	cereal	1	2012-02-27 04:28:34	done ButtonPressed	1	1	Correct	done	ButtonPressed	-1																Single-KC		Admin	Default Class		2012/02/27 04:40:08.606 UTC						2012/02/27 04:40:08.55 UTC	2012/02/27 04:40:08.422 UTC
100409	2012transactions	59f319fd4a149f55a25fc78c863cb7a3	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:40:14	UTC	0	ATTEMPT				Default Assignment	6.28	driving	1	2012-02-27 04:40:14					NtpDate	NtpTimeCheck	2012-02-26 23:40:14.569 -0500																		Admin	Default Class	-172	2012/02/27 04:40:14.592 UTC			3.north-america.pool.ntp.org	1330317614569		2012/02/27 04:40:14.420 UTC	
100410	2012transactions	9383c8100ea43731a5d9a050202c7974	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:40:27	UTC	13	ATTEMPT		RESULT		Default Assignment	6.28	driving	1	2012-02-27 04:40:14	option1cost UpdateTextField	1	1	Correct	option1cost	UpdateTextField	.35								Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:40:27.872 UTC						2012/02/27 04:40:27.238 UTC	2012/02/27 04:40:27.700 UTC
100411	2012transactions	23b86b4ddfb6f450351c9ca7b6c4eab3	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:40:39	UTC	12	ATTEMPT		RESULT		Default Assignment	6.28	driving	1	2012-02-27 04:40:14	option2amt UpdateTextField	1	1	Correct	option2amt	UpdateTextField	4								Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:40:40.536 UTC						2012/02/27 04:40:39.601 UTC	2012/02/27 04:40:40.364 UTC
100412	2012transactions	e8a18bbb816a192aedab86887c9e5c8f	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:40:43	UTC	4	ATTEMPT		RESULT		Default Assignment	6.28	driving	1	2012-02-27 04:40:14	option2cost UpdateTextField	1	1	Correct	option2cost	UpdateTextField	1.28								Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:40:44.634 UTC						2012/02/27 04:40:43.615 UTC	2012/02/27 04:40:44.462 UTC
100413	2012transactions	bbfb71f19c4c9b7f4f648651ac0568d2	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:40:45	UTC	2	ATTEMPT		RESULT		Default Assignment	6.28	driving	1	2012-02-27 04:40:14	option1amt UpdateTextField	1	0	InCorrect	commonamt	UpdateTextField	4		Instead of the step you are working on, please work on the highlighted step.						Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:40:46.685 UTC						2012/02/27 04:40:45.777 UTC	2012/02/27 04:40:46.513 UTC
100414	2012transactions	c908509d8775b04586491fa0b64d1b27	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:40:51	UTC	6	ATTEMPT		RESULT		Default Assignment	6.28	driving	1	2012-02-27 04:40:14	option1amt UpdateTextField	2	0	InCorrect	option1end	UpdateTextField	1.40		Instead of the step you are working on, please work on the highlighted step.						Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:40:52.827 UTC						2012/02/27 04:40:51.596 UTC	2012/02/27 04:40:52.655 UTC
100415	2012transactions	f51c1742f0f47936768db14b088fd13d	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:41:09	UTC	18	ATTEMPT		RESULT		Default Assignment	6.28	driving	1	2012-02-27 04:40:14	option1amt UpdateTextField	3	0	InCorrect	option2end	UpdateTextField	1.28		Instead of the step you are working on, please work on the highlighted step.						Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:41:10.852 UTC						2012/02/27 04:41:09.986 UTC	2012/02/27 04:41:10.680 UTC
100416	2012transactions	012f1bca96c732eb4bed3b81243e07e5	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:42:00	UTC	25.5	ATTEMPT		RESULT		Default Assignment	6.28	driving	1	2012-02-27 04:40:14	option1amt UpdateTextField	5	0	InCorrect	option1end	UpdateTextField	1.40		Instead of the step you are working on, please work on the highlighted step.						Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:42:00.968 UTC						2012/02/27 04:42:00.714 UTC	2012/02/27 04:42:00.796 UTC
100417	2012transactions	c6699cd4c5d624b33907bb64294b6e68	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:42:00	UTC	25.5	HINT_REQUEST		HINT_MSG		Default Assignment	6.28	driving	1	2012-02-27 04:40:14	option1amt UpdateTextField	4	0	Hint	hint_button	ButtonPressed	hint request		If Jim goes to the station in Canada, how many liters of gas will he be getting for the stated price?		1	3			Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:42:00.956 UTC						2012/02/27 04:42:00.731 UTC	2012/02/27 04:42:00.784 UTC
100418	2012transactions	d6f3cfca80ac1bd77b1817206ccf2572	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:42:04	UTC	4	HINT_REQUEST		HINT_MSG		Default Assignment	6.28	driving	1	2012-02-27 04:40:14	option1amt UpdateTextField	6	0	Hint	hint_button	ButtonPressed	hint request		If Jim goes to the station in Canada, how many liters of gas will he be getting for the stated price?		1	3			Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:42:05.323 UTC						2012/02/27 04:42:04.368 UTC	2012/02/27 04:42:05.151 UTC
100419	2012transactions	d615ca5fea98d698c73abb5f66ad7d37	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:42:13	UTC	9	HINT_REQUEST		HINT_MSG		Default Assignment	6.28	driving	1	2012-02-27 04:40:14	option1amt UpdateTextField	7	0	HINT	get_next_hint_button_mc	ButtonPressed	hint request		Take a look at the first option, and enter the number of liters that option covers.		2	3			Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:42:13.712 UTC						2012/02/27 04:42:13.536 UTC	2012/02/27 04:42:13.540 UTC
100420	2012transactions	a4c19a3f291856702961fea2db310fff	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:42:16	UTC	3	HINT_REQUEST		HINT_MSG		Default Assignment	6.28	driving	1	2012-02-27 04:40:14	option1amt UpdateTextField	8	0	HINT	get_next_hint_button_mc	ButtonPressed	hint request		Under the first option, Jim will get 1 liter for the stated price. Please enter 1 in the box.		3	3			Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:42:17.135 UTC						2012/02/27 04:42:16.960 UTC	2012/02/27 04:42:16.963 UTC
100421	2012transactions	d6daf906f2ae7a1afcd17992d8b490a4	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:42:23	UTC	7	ATTEMPT		RESULT		Default Assignment	6.28	driving	1	2012-02-27 04:40:14	option1amt UpdateTextField	9	1	Correct	option1amt	UpdateTextField	1								Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:42:24.587 UTC						2012/02/27 04:42:23.802 UTC	2012/02/27 04:42:24.415 UTC
100422	2012transactions	17328734790d24b8d955fb75f7a65a5e	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:42:27	UTC	4	ATTEMPT		RESULT		Default Assignment	6.28	driving	1	2012-02-27 04:40:14	commonamt UpdateTextField	1	1	Correct	commonamt	UpdateTextField	4								Selecting-common-number	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:42:28.148 UTC						2012/02/27 04:42:27.597 UTC	2012/02/27 04:42:27.976 UTC
100423	2012transactions	c8c7396e904008b209a34a65ef3aa1ce	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:42:30	UTC	3	ATTEMPT		RESULT		Default Assignment	6.28	driving	1	2012-02-27 04:40:14	option1end UpdateTextField	1	1	Correct	option1end	UpdateTextField	1.40								Scaling-appropriately	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:42:30.675 UTC						2012/02/27 04:42:30.3 UTC	2012/02/27 04:42:30.503 UTC
100424	2012transactions	fd0dadf42dbc901395247a452239d6c0	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:42:32	UTC	2	ATTEMPT		RESULT		Default Assignment	6.28	driving	1	2012-02-27 04:40:14	option2end UpdateTextField	1	1	Correct	option2end	UpdateTextField	1.28								Scaling-appropriately	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:42:33.493 UTC						2012/02/27 04:42:32.853 UTC	2012/02/27 04:42:33.321 UTC
100425	2012transactions	3e3bc6e40e21b97aca7861d6850367cc	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:42:35	UTC	3	ATTEMPT		RESULT		Default Assignment	6.28	driving	1	2012-02-27 04:40:14	radioGroup UpdateRadioButton	1	1	Correct	radioGroup	UpdateRadioButton	option2radio:   Option 2								Comparing-options	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:42:36.58 UTC						2012/02/27 04:42:35.359 UTC	2012/02/27 04:42:35.886 UTC
100426	2012transactions	b3e257377eb379f7da66e39ba51ce81a	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:42:39	UTC	4	ATTEMPT		RESULT		Default Assignment	6.28	driving	1	2012-02-27 04:40:14	done ButtonPressed	1	1	Correct	done	ButtonPressed	-1																Single-KC		Admin	Default Class		2012/02/27 04:42:39.684 UTC						2012/02/27 04:42:39.34 UTC	2012/02/27 04:42:39.512 UTC
100427	2012transactions	c19836e531d825a65e02ef1e4bad08c8	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:42:44	UTC	0	ATTEMPT				Default Assignment	6.28	greens	1	2012-02-27 04:42:44					NtpDate	NtpTimeCheck	2012-02-26 23:42:44.960 -0500																		Admin	Default Class	-178	2012/02/27 04:42:44.988 UTC			3.north-america.pool.ntp.org	1330317764960		2012/02/27 04:42:44.810 UTC	
100428	2012transactions	9ca111f28bdc04d6efcef2a211c33b36	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:42:52	UTC	8	ATTEMPT		RESULT		Default Assignment	6.28	greens	1	2012-02-27 04:42:44	option1amt UpdateTextField	1	1	Correct	option1amt	UpdateTextField	2								Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:42:54.88 UTC						2012/02/27 04:42:52.959 UTC	2012/02/27 04:42:53.910 UTC
100429	2012transactions	a9af88db29c1059bace6ef5d354b4707	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:42:57	UTC	5	ATTEMPT		RESULT		Default Assignment	6.28	greens	1	2012-02-27 04:42:44	option1cost UpdateTextField	1	1	Correct	option1cost	UpdateTextField	390								Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:42:58.197 UTC						2012/02/27 04:42:57.408 UTC	2012/02/27 04:42:58.19 UTC
100430	2012transactions	df6c0c0a7579dac49e0e71d85387e2c4	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:43:00	UTC	3	ATTEMPT		RESULT		Default Assignment	6.28	greens	1	2012-02-27 04:42:44	option2amt UpdateTextField	1	1	Correct	option2amt	UpdateTextField	3								Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:43:01.713 UTC						2012/02/27 04:43:00.807 UTC	2012/02/27 04:43:01.535 UTC
100431	2012transactions	d1ed97b2c48ca1619788125ffbb97fcf	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:43:03	UTC	3	ATTEMPT		RESULT		Default Assignment	6.28	greens	1	2012-02-27 04:42:44	option2cost UpdateTextField	1	1	Correct	option2cost	UpdateTextField	480								Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:43:03.865 UTC						2012/02/27 04:43:03.263 UTC	2012/02/27 04:43:03.687 UTC
100432	2012transactions	d5e894aa1d9e57c624e28f13b49515c3	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:43:09	UTC	6	ATTEMPT		RESULT		Default Assignment	6.28	greens	1	2012-02-27 04:42:44	commonamt UpdateTextField	1	1	Correct	commonamt	UpdateTextField	6								Calculating-common-multiple	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:43:10.64 UTC						2012/02/27 04:43:09.364 UTC	2012/02/27 04:43:09.886 UTC
100433	2012transactions	b62c29a585f98d5a566399bdf02f2e6b	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:43:20	UTC	11	ATTEMPT		RESULT		Default Assignment	6.28	greens	1	2012-02-27 04:42:44	option1end UpdateTextField	1	1	Correct	option1end	UpdateTextField	1170								Scaling-up-to-a-multiple	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:43:21.381 UTC						2012/02/27 04:43:20.720 UTC	2012/02/27 04:43:21.203 UTC
100434	2012transactions	c73e833a412df6709f52598870ac1856	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:43:26	UTC	6	ATTEMPT		RESULT		Default Assignment	6.28	greens	1	2012-02-27 04:42:44	option2end UpdateTextField	1	1	Correct	option2end	UpdateTextField	960								Scaling-up-to-a-multiple	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:43:27.679 UTC						2012/02/27 04:43:26.716 UTC	2012/02/27 04:43:27.501 UTC
100435	2012transactions	c4d438f6d34595c216e6cf24440f1df1	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:43:32	UTC	6	ATTEMPT		RESULT		Default Assignment	6.28	greens	1	2012-02-27 04:42:44	radioGroup UpdateRadioButton	1	1	Correct	radioGroup	UpdateRadioButton	option1radio:   Option 1								Comparing-options	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:43:32.852 UTC						2012/02/27 04:43:32.321 UTC	2012/02/27 04:43:32.674 UTC
100436	2012transactions	fedd4a174f3fb05e7f27b4436ac400c1	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:43:34	UTC	2	ATTEMPT		RESULT		Default Assignment	6.28	greens	1	2012-02-27 04:42:44	done ButtonPressed	1	1	Correct	done	ButtonPressed	-1																Single-KC		Admin	Default Class		2012/02/27 04:43:35.60 UTC						2012/02/27 04:43:34.250 UTC	2012/02/27 04:43:34.882 UTC
100437	2012transactions	0fe9d43bf30554b2807d25434aa03770	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:43:41	UTC	0	ATTEMPT				Default Assignment	6.28	basketball points	1	2012-02-27 04:43:41					NtpDate	NtpTimeCheck	2012-02-26 23:43:41.731 -0500																		Admin	Default Class	-171	2012/02/27 04:43:41.755 UTC			3.north-america.pool.ntp.org	1330317821731		2012/02/27 04:43:41.584 UTC	
100438	2012transactions	0c7550a5dd4e0429e27d88870a0d20fb	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:46:52	UTC	191	HINT_REQUEST		HINT_MSG		Default Assignment	6.28	basketball points	1	2012-02-27 04:43:41	option1amt UpdateTextField	1	0	Hint	hint_button	ButtonPressed	hint request		If we are looking at your records, how many games did you play to score the stated number of points?		1	3			Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:46:53.192 UTC						2012/02/27 04:46:52.760 UTC	2012/02/27 04:46:53.21 UTC
100439	2012transactions	0faebf8029da8a4deebd3f158d9db2c3	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:46:57	UTC	5	ATTEMPT		RESULT		Default Assignment	6.28	basketball points	1	2012-02-27 04:43:41	option1amt UpdateTextField	2	1	Correct	option1amt	UpdateTextField	15								Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:46:58.641 UTC						2012/02/27 04:46:57.769 UTC	2012/02/27 04:46:58.470 UTC
100440	2012transactions	ae8428f58c4ffe3ed96dfb4a7a9f89f9	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:47:00	UTC	3	ATTEMPT		RESULT		Default Assignment	6.28	basketball points	1	2012-02-27 04:43:41	option1cost UpdateTextField	1	1	Correct	option1cost	UpdateTextField	24								Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:47:01.98 UTC						2012/02/27 04:47:00.279 UTC	2012/02/27 04:47:00.927 UTC
100441	2012transactions	42ed3ad5242be6d0c90c06f7b9465f04	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:47:02	UTC	2	ATTEMPT		RESULT		Default Assignment	6.28	basketball points	1	2012-02-27 04:43:41	option2amt UpdateTextField	1	1	Correct	option2amt	UpdateTextField	30								Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:47:02.736 UTC						2012/02/27 04:47:02.73 UTC	2012/02/27 04:47:02.565 UTC
100442	2012transactions	1d8736e34f6079517069c9e3b323c40e	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:47:03	UTC	1	ATTEMPT		RESULT		Default Assignment	6.28	basketball points	1	2012-02-27 04:43:41	option2cost UpdateTextField	1	1	Correct	option2cost	UpdateTextField	60								Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:47:03.905 UTC						2012/02/27 04:47:03.234 UTC	2012/02/27 04:47:03.734 UTC
100443	2012transactions	fdee4fcc354c18d20c5c72791fae03c8	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:47:07	UTC	4	ATTEMPT		RESULT		Default Assignment	6.28	basketball points	1	2012-02-27 04:43:41	commonamt UpdateTextField	1	0	InCorrect	commonamt	UpdateTextField	30								Calculating-common-factor	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:47:09.289 UTC						2012/02/27 04:47:07.961 UTC	2012/02/27 04:47:09.118 UTC
100444	2012transactions	2dcf741aed96fabbf07b3e8bfef09995	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:47:10	UTC	3	ATTEMPT		RESULT		Default Assignment	6.28	basketball points	1	2012-02-27 04:43:41	commonamt UpdateTextField	2	0	InCorrect	option1end	UpdateTextField	48		Instead of the step you are working on, please work on the highlighted step.						Calculating-common-factor	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:47:10.801 UTC						2012/02/27 04:47:10.198 UTC	2012/02/27 04:47:10.630 UTC
100445	2012transactions	83bc33da7cde6d34a36d6bca12001ea3	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:47:32	UTC	22	HINT_REQUEST		HINT_MSG		Default Assignment	6.28	basketball points	1	2012-02-27 04:43:41	commonamt UpdateTextField	3	0	Hint	hint_button	ButtonPressed	hint request		In this problem, you are asked to use a common factor to compare the number of points scored per game by each person. The common number of games that you enter here must be a common factor of the games in each option.		1	3			Calculating-common-factor	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:47:33.49 UTC						2012/02/27 04:47:32.538 UTC	2012/02/27 04:47:32.878 UTC
100446	2012transactions	eb638de0670f98d1734f409d1bcf4bf3	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:47:49	UTC	17	HINT_REQUEST		HINT_MSG		Default Assignment	6.28	basketball points	1	2012-02-27 04:43:41	commonamt UpdateTextField	4	0	HINT	get_next_hint_button_mc	ButtonPressed	hint request		What is a common factor of 15 and 30?		2	3			Calculating-common-factor	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:47:49.590 UTC						2012/02/27 04:47:49.416 UTC	2012/02/27 04:47:49.419 UTC
100447	2012transactions	75dab92edf5345b8486821d7cbe24e20	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:47:52	UTC	3	HINT_REQUEST		HINT_MSG		Default Assignment	6.28	basketball points	1	2012-02-27 04:43:41	commonamt UpdateTextField	5	0	HINT	get_next_hint_button_mc	ButtonPressed	hint request		5 is a common factor of 15 and 30. Try entering 5 into this box.		3	3			Calculating-common-factor	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:47:52.469 UTC						2012/02/27 04:47:52.295 UTC	2012/02/27 04:47:52.298 UTC
100448	2012transactions	100f8431f3655dd43e72cb90c51af6cd	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:48:02	UTC	10	ATTEMPT		RESULT		Default Assignment	6.28	basketball points	1	2012-02-27 04:43:41	commonamt UpdateTextField	6	1	Correct	commonamt	UpdateTextField	5								Calculating-common-factor	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:48:03.362 UTC						2012/02/27 04:48:02.424 UTC	2012/02/27 04:48:03.191 UTC
100449	2012transactions	a2f41b98902139ea2b0769765a8bed75	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:48:09	UTC	7	ATTEMPT		RESULT		Default Assignment	6.28	basketball points	1	2012-02-27 04:43:41	option1end UpdateTextField	1	1	Correct	option1end	UpdateTextField	8								Scaling-down-to-a-factor	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:48:10.322 UTC						2012/02/27 04:48:09.541 UTC	2012/02/27 04:48:10.151 UTC
100450	2012transactions	76d305aa96af3302c5669fffd5313d4d	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:48:31	UTC	22	ATTEMPT		RESULT		Default Assignment	6.28	basketball points	1	2012-02-27 04:43:41	option2end UpdateTextField	1	1	Correct	option2end	UpdateTextField	10.0								Scaling-down-to-a-factor	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:48:32.447 UTC						2012/02/27 04:48:31.378 UTC	2012/02/27 04:48:32.276 UTC
100451	2012transactions	9a18b40a12a9cc8d3ccd0b8d7bbab429	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:48:34	UTC	3	ATTEMPT		RESULT		Default Assignment	6.28	basketball points	1	2012-02-27 04:43:41	radioGroup UpdateRadioButton	1	1	Correct	radioGroup	UpdateRadioButton	option2radio:   Option 2								Comparing-options	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:48:34.794 UTC						2012/02/27 04:48:34.175 UTC	2012/02/27 04:48:34.623 UTC
100452	2012transactions	7e3dc7291508e3f09cd92568541bfdb7	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:48:35	UTC	1	ATTEMPT		RESULT		Default Assignment	6.28	basketball points	1	2012-02-27 04:43:41	done ButtonPressed	1	1	Correct	done	ButtonPressed	-1																Single-KC		Admin	Default Class		2012/02/27 04:48:36.582 UTC						2012/02/27 04:48:35.920 UTC	2012/02/27 04:48:36.411 UTC
100453	2012transactions	fc917245aa41b988e8b9f78ec28ee5bc	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:48:43	UTC	0	ATTEMPT				Default Assignment	6.28	basketball tickets	1	2012-02-27 04:48:43					NtpDate	NtpTimeCheck	2012-02-26 23:48:43.801 -0500																		Admin	Default Class	-175	2012/02/27 04:48:43.827 UTC			3.north-america.pool.ntp.org	1330318123801		2012/02/27 04:48:43.652 UTC	
100454	2012transactions	346cd741c2b5f4acf44bba91ae8325d2	Stu_fd400821d994bb1d167a4e9010231035	Scdc7535401bcfea3d19d09b3a72a3c20	2012-02-27 04:48:54	UTC	11	ATTEMPT		RESULT		Default Assignment	6.28	basketball tickets	1	2012-02-27 04:48:43	option1amt UpdateTextField	1	1	Correct	option1amt	UpdateTextField	60								Identifying-given-values	comparing-rates-using-number-sense							Single-KC		Admin	Default Class		2012/02/27 04:48:54.918 UTC						2012/02/27 04:48:54.109 UTC	2012/02/27 04:48:54.743 UTC
